leave_days,leave_balance,performance_score,absence_count,job_level,years_of_experience,salary_grade,overtime_hours,approved
9,4,0.74,5,senior,26,B,31,0
1,7,0.82,2,junior,16,E,59,1
8,8,0.76,2,mid,7,B,45,1
3,18,0.35,5,senior,6,C,52,1
11,8,0.34,6,mid,2,A,28,0
8,6,0.83,0,lead,18,C,7,0
14,30,0.32,7,junior,1,C,55,0
7,7,0.31,4,mid,14,A,60,1
1,12,0.59,2,senior,28,E,29,0
10,2,0.39,1,mid,1,B,19,0
9,2,0.59,7,mid,2,C,9,0
10,18,0.35,0,manager,12,E,13,0
4,8,0.46,9,senior,1,D,16,0
10,6,0.51,5,manager,14,C,27,0
9,21,0.86,2,junior,16,D,37,1
14,22,0.75,10,lead,6,B,29,0
2,27,0.3,2,manager,2,D,0,0
2,13,0.31,10,senior,21,B,56,0
9,0,0.6,2,lead,10,C,12,0
13,22,0.76,3,junior,17,D,10,1
14,24,0.94,8,lead,7,A,30,1
15,14,0.83,4,senior,3,B,59,1
6,10,0.76,6,lead,10,E,1,1
3,27,0.36,10,junior,28,E,42,0
10,5,0.69,4,mid,22,D,33,0
1,1,0.61,5,manager,9,D,19,0
3,23,0.93,2,lead,23,A,10,1
15,14,0.36,1,senior,22,C,43,0
9,29,0.81,7,lead,3,E,2,0
15,7,0.72,5,manager,23,E,24,0
7,18,0.53,10,lead,18,B,53,0
7,5,0.65,5,senior,13,C,44,1
10,0,0.85,6,mid,6,C,28,0
10,24,0.91,3,mid,2,E,49,1
6,18,0.45,9,lead,5,A,8,1
3,11,0.56,8,mid,14,D,56,0
13,19,0.79,7,junior,27,D,31,0
8,29,0.74,8,junior,8,C,36,0
12,18,0.42,0,lead,13,B,40,1
9,20,0.86,1,mid,2,A,56,1
4,7,0.93,10,senior,8,E,1,0
8,0,0.76,1,lead,7,A,14,0
10,5,0.56,3,junior,24,B,24,0
3,7,0.42,6,manager,1,B,37,0
11,20,0.36,5,manager,8,C,16,0
7,14,0.39,0,junior,22,A,39,1
9,14,0.45,2,manager,2,E,4,1
8,9,0.42,8,manager,19,D,55,0
12,18,0.86,2,mid,11,E,31,1
9,20,0.43,1,senior,1,A,54,1
12,7,0.36,9,junior,4,E,45,0
1,18,0.68,2,mid,5,A,57,1
6,24,0.51,10,mid,10,B,5,0
1,0,0.95,1,junior,17,E,16,0
9,1,0.85,8,manager,17,A,34,0
15,10,0.55,10,lead,4,E,36,0
2,3,0.94,1,lead,28,A,44,1
2,24,0.66,6,junior,8,C,17,1
8,27,0.71,7,lead,14,A,6,1
11,29,0.73,7,manager,30,E,26,0
2,24,0.62,10,junior,9,A,51,1
10,7,0.77,2,mid,11,E,54,1
1,8,0.52,3,senior,9,B,20,1
9,10,0.93,4,senior,18,C,2,1
1,12,0.34,1,junior,14,C,48,1
11,26,0.72,4,junior,21,A,43,1
3,3,0.56,10,lead,11,A,28,1
10,7,0.72,8,lead,29,C,29,0
5,13,0.64,6,senior,13,E,34,1
5,27,0.56,1,junior,12,C,26,1
6,10,0.56,10,mid,25,E,28,0
3,0,0.44,3,junior,10,E,28,0
14,26,0.45,1,lead,15,D,37,1
2,7,0.5,7,mid,21,C,40,0
4,13,0.66,6,lead,18,A,24,1
2,12,0.31,9,junior,21,A,42,1
8,23,0.73,6,manager,30,D,44,1
6,5,0.5,8,manager,29,E,30,0
5,4,0.63,3,mid,19,E,5,0
15,14,0.65,8,manager,22,A,42,1
10,6,0.34,6,senior,17,E,22,0
13,3,0.77,4,manager,2,A,31,0
7,20,0.82,5,senior,28,C,51,1
2,21,0.72,5,senior,4,A,18,1
2,7,0.76,1,lead,25,A,28,1
8,26,0.93,10,mid,28,A,31,1
4,9,0.36,6,lead,23,B,8,1
9,12,0.68,10,senior,26,A,24,1
7,25,0.35,10,manager,8,A,54,1
5,15,0.78,2,lead,17,B,52,1
8,22,0.6,0,junior,15,B,30,0
14,13,0.48,6,junior,22,A,4,0
13,23,0.9,3,senior,19,A,56,1
10,14,0.35,2,mid,17,C,25,1
6,13,0.71,2,senior,29,A,25,1
11,11,0.77,5,mid,10,C,55,1
11,2,0.55,7,lead,8,E,58,0
13,13,0.86,9,lead,9,D,50,1
15,29,0.56,4,junior,14,E,51,0
8,17,0.33,3,senior,20,E,31,1
9,10,0.64,9,junior,28,C,53,1
6,6,0.83,5,lead,11,C,0,1
14,3,0.63,8,manager,15,D,35,0
1,3,0.51,3,manager,25,D,1,1
14,0,0.67,4,mid,16,A,37,0
8,29,0.87,1,senior,15,B,40,1
12,28,0.51,0,junior,15,E,24,0
11,18,0.93,5,lead,19,D,52,1
1,9,0.89,8,mid,14,E,2,0
9,10,0.54,8,mid,24,E,36,0
4,2,0.52,3,senior,27,D,45,0
4,12,0.77,10,manager,10,A,49,1
10,4,0.4,6,manager,14,C,21,0
4,8,0.52,2,manager,16,A,43,1
2,1,0.35,7,lead,13,A,17,0
1,17,0.68,2,mid,28,A,46,1
9,21,0.3,6,mid,12,D,59,1
3,5,0.5,9,senior,11,C,24,0
12,18,0.73,4,manager,7,D,22,1
13,28,0.47,10,mid,4,B,50,0
2,28,0.94,7,lead,24,D,9,0
8,2,0.39,9,junior,25,C,49,0
1,30,0.31,7,mid,7,B,50,0
9,5,0.65,3,manager,22,D,54,1
5,5,0.69,7,manager,10,E,15,0
6,18,0.52,2,senior,22,B,44,0
14,24,0.8,5,senior,15,A,23,1
10,4,0.43,6,senior,28,E,37,0
11,17,0.41,5,senior,16,B,45,0
11,24,0.71,1,lead,27,B,11,1
14,12,0.74,0,mid,24,B,23,0
10,1,0.48,7,lead,23,D,0,0
1,18,0.53,4,mid,5,E,52,0
13,20,0.34,8,junior,23,B,45,0
4,29,0.69,0,lead,24,C,37,0
2,0,0.92,5,senior,28,D,41,1
1,7,0.9,1,senior,7,B,23,1
3,15,0.66,10,junior,22,D,16,0
3,8,0.77,1,lead,5,B,46,1
3,18,0.82,3,manager,24,A,5,1
13,19,0.73,1,lead,8,E,49,1
6,15,0.33,2,senior,17,C,35,1
7,10,0.93,3,senior,1,A,20,1
11,26,0.44,1,senior,12,E,5,0
10,0,0.72,10,mid,12,C,22,0
4,15,0.72,10,junior,24,B,49,1
5,23,0.43,7,lead,17,D,21,0
14,19,0.88,1,junior,18,E,44,1
2,21,0.48,4,manager,5,B,14,1
7,11,0.86,7,senior,12,E,31,0
8,7,0.6,0,mid,21,D,36,0
12,13,0.79,5,mid,8,D,17,1
2,29,0.78,7,mid,8,E,35,0
11,1,0.82,8,senior,6,E,0,0
4,11,0.65,5,lead,17,E,34,1
12,19,0.4,3,lead,11,B,14,0
9,28,0.57,3,senior,10,D,38,0
7,13,0.6,1,mid,30,B,24,1
1,9,0.81,2,lead,10,D,54,1
2,26,0.89,7,manager,29,D,41,1
15,19,0.69,7,senior,8,D,26,0
13,14,0.56,9,lead,14,B,33,0
10,17,0.73,7,mid,21,C,43,1
10,13,0.44,0,manager,16,C,48,0
12,22,0.94,5,senior,23,A,7,1
4,2,0.46,8,lead,23,E,56,0
9,17,0.55,9,lead,20,A,29,1
1,9,0.38,0,mid,21,D,51,0
8,6,0.32,5,junior,25,C,40,0
11,26,0.62,9,junior,16,B,6,0
3,3,0.63,5,senior,29,B,30,0
4,12,0.34,10,senior,20,B,13,0
5,22,0.62,10,senior,12,D,36,0
9,19,0.81,0,manager,13,D,42,1
11,17,0.34,8,lead,26,D,60,0
5,18,0.32,7,lead,15,A,14,1
10,0,0.93,9,manager,21,B,20,0
8,12,0.84,6,senior,28,D,32,1
7,11,0.68,1,junior,12,D,29,1
13,26,0.64,8,senior,26,D,30,0
13,29,0.95,1,mid,23,D,34,1
10,12,0.44,0,manager,12,E,38,1
10,24,0.49,2,senior,14,D,36,0
6,9,0.61,2,junior,19,E,54,1
5,8,0.88,0,senior,26,C,14,1
2,16,0.66,2,senior,22,C,52,1
1,29,0.51,10,lead,4,D,18,0
6,1,0.35,9,senior,22,A,0,0
6,27,0.47,4,junior,8,D,32,0
8,11,0.57,3,mid,27,B,42,1
5,11,0.33,7,junior,16,A,36,1
10,11,0.92,7,senior,20,E,6,0
13,21,0.83,9,manager,2,C,25,0
4,22,0.86,10,manager,6,D,33,0
2,1,0.76,8,manager,2,A,18,0
11,7,0.9,2,manager,15,B,54,1
3,18,0.94,3,lead,20,C,6,1
3,28,0.75,1,lead,5,B,18,1
13,12,0.32,8,senior,7,C,17,0
12,11,0.76,9,junior,15,E,15,0
13,7,0.54,0,senior,20,C,22,0
9,1,0.54,8,manager,17,A,59,0
13,2,0.46,2,mid,29,C,49,0
5,16,0.55,7,junior,11,A,7,1
14,6,0.93,1,senior,17,E,24,0
7,2,0.7,6,junior,26,C,16,0
12,23,0.71,10,manager,23,B,13,0
9,14,0.36,3,mid,22,D,39,1
2,16,0.52,4,manager,24,B,15,1
7,28,0.7,3,senior,7,C,19,1
14,28,0.91,2,lead,30,E,14,1
8,13,0.51,0,manager,2,C,56,0
5,6,0.52,2,mid,9,E,22,1
3,12,0.44,8,junior,8,C,59,0
11,14,0.82,8,mid,18,E,55,1
9,24,0.91,6,manager,6,B,38,1
2,22,0.41,2,mid,29,E,33,0
14,12,0.54,3,lead,17,A,6,0
4,9,0.79,2,mid,22,C,2,1
14,0,0.67,3,senior,12,E,36,0
4,8,0.85,1,senior,19,E,54,1
6,18,0.66,3,junior,8,A,44,1
5,15,0.31,3,senior,19,C,55,0
13,7,0.93,10,senior,16,A,54,1
15,13,0.85,2,junior,29,A,58,1
13,8,0.81,6,junior,23,B,43,1
5,13,0.85,10,manager,4,C,15,0
12,20,0.6,5,senior,30,B,55,0
6,21,0.92,8,manager,23,A,59,1
8,9,0.32,2,senior,11,E,22,0
1,17,0.5,5,lead,11,A,23,1
4,19,0.43,6,senior,23,E,43,0
1,30,0.63,1,junior,10,D,20,1
9,8,0.87,0,mid,28,D,11,0
1,28,0.65,3,senior,1,D,39,0
6,4,0.43,6,lead,12,A,43,0
11,23,0.4,3,manager,24,A,46,1
11,9,0.48,6,manager,9,B,7,0
5,4,0.84,2,junior,26,C,23,0
9,21,0.93,7,mid,17,C,2,0
13,19,0.73,9,manager,16,D,16,0
10,12,0.8,0,manager,15,A,14,1
1,4,0.89,10,junior,20,D,45,1
6,29,0.89,7,lead,11,E,38,0
2,14,0.6,7,junior,5,B,18,0
3,13,0.31,3,senior,19,D,26,0
10,5,0.62,4,mid,10,B,50,1
7,23,0.37,4,manager,3,D,12,1
7,12,0.94,2,senior,24,D,46,1
11,6,0.69,0,senior,25,E,15,0
12,17,0.55,0,lead,2,D,42,1
4,7,0.57,10,lead,23,E,27,0
8,9,0.82,0,senior,10,B,48,1
4,25,0.79,3,junior,9,B,27,1
2,1,0.31,3,manager,12,E,39,0
10,0,0.41,5,lead,24,E,22,0
1,7,0.66,6,manager,12,E,17,1
4,19,0.56,3,lead,6,E,30,1
11,10,0.65,6,lead,20,E,28,0
1,12,0.82,5,junior,22,E,34,1
2,13,0.49,10,senior,20,A,43,1
10,2,0.76,5,senior,9,B,22,0
8,12,0.57,0,senior,6,B,21,1
3,25,0.88,1,manager,19,C,2,1
9,23,0.61,5,lead,1,B,25,0
6,23,0.38,7,mid,18,C,49,0
9,12,0.75,4,manager,4,B,38,1
12,23,0.42,3,lead,28,B,46,1
6,13,0.52,3,junior,24,B,19,1
7,5,0.79,0,mid,3,E,24,0
14,9,0.76,4,lead,7,B,43,1
1,17,0.4,0,mid,18,A,4,1
2,15,0.43,8,junior,23,C,28,0
9,19,0.57,7,junior,27,A,39,1
9,1,0.43,9,manager,10,D,21,0
14,7,0.58,6,manager,28,E,41,0
11,16,0.36,9,mid,17,D,28,0
8,10,0.42,9,lead,14,C,44,0
14,14,0.5,4,junior,25,E,42,0
6,7,0.43,9,lead,25,D,22,0
4,20,0.52,3,junior,2,C,48,0
14,5,0.7,5,mid,24,D,13,0
6,0,0.39,4,senior,6,D,59,0
13,10,0.66,9,lead,16,B,8,0
4,10,0.61,5,mid,20,D,13,1
9,29,0.47,1,senior,30,B,15,1
5,17,0.34,8,lead,23,E,3,0
1,15,0.63,3,junior,23,C,12,0
2,9,0.61,6,manager,3,C,31,0
4,5,0.52,2,lead,30,D,0,1
15,13,0.59,1,senior,24,D,2,0
8,17,0.57,1,mid,5,C,43,1
11,25,0.86,4,manager,27,E,13,1
7,10,0.56,3,manager,11,D,47,1
6,21,0.63,5,mid,22,B,22,1
2,16,0.85,2,manager,21,C,48,1
7,26,0.84,4,mid,27,C,51,1
5,1,0.55,2,junior,25,C,54,0
10,2,0.78,2,mid,24,D,35,0
7,10,0.92,1,mid,14,E,7,1
13,11,0.8,5,lead,12,D,60,1
2,5,0.8,9,lead,6,C,24,0
4,22,0.43,6,manager,23,E,40,0
13,22,0.91,6,mid,3,D,58,1
9,5,0.78,9,lead,26,D,53,1
11,18,0.66,1,senior,10,B,31,1
6,26,0.39,3,manager,11,B,43,0
7,5,0.82,0,manager,12,E,27,0
10,16,0.65,8,senior,12,C,26,0
13,30,0.88,3,lead,10,A,3,1
8,16,0.31,10,manager,29,E,14,0
8,19,0.42,6,junior,30,C,57,1
5,12,0.65,9,mid,20,E,55,1
1,26,0.94,2,senior,28,C,59,1
6,6,0.75,9,junior,4,B,34,0
7,0,0.63,9,manager,12,B,4,0
11,4,0.59,8,mid,9,C,35,0
8,19,0.71,2,senior,18,A,35,1
10,28,0.4,2,mid,4,B,40,1
10,0,0.84,10,senior,15,E,22,0
11,11,0.89,8,manager,18,C,53,1
3,15,0.56,9,manager,28,C,6,0
9,14,0.67,9,senior,26,C,4,0
9,15,0.85,4,junior,6,C,52,1
5,11,0.78,6,senior,19,D,20,1
4,21,0.65,7,lead,25,B,30,0
4,14,0.9,8,senior,10,D,38,0
3,17,0.36,8,senior,3,E,21,0
12,17,0.84,1,junior,12,C,25,1
11,21,0.69,10,manager,5,C,10,0
7,19,0.42,3,senior,3,E,42,1
4,22,0.59,7,lead,15,B,15,0
3,27,0.62,5,mid,16,B,51,1
5,11,0.4,5,junior,28,B,12,1
6,3,0.63,2,mid,20,E,48,1
5,19,0.33,2,mid,3,B,60,0
7,12,0.93,10,mid,5,E,13,0
10,1,0.37,7,manager,25,B,30,0
3,22,0.46,6,junior,13,C,57,1
11,0,0.37,10,junior,20,A,18,0
13,13,0.35,0,manager,20,C,38,0
1,30,0.48,6,mid,21,D,35,1
2,24,0.5,1,junior,8,A,9,1
8,25,0.84,2,manager,25,B,50,1
8,15,0.36,6,manager,22,C,45,1
14,9,0.86,5,mid,9,C,54,1
3,2,0.39,8,senior,28,D,30,0
5,0,0.75,7,manager,4,A,14,0
3,19,0.35,1,manager,24,B,0,1
5,6,0.54,2,lead,7,D,4,0
15,18,0.9,2,junior,21,C,47,1
3,11,0.48,1,lead,30,B,8,0
12,5,0.41,2,lead,15,D,26,0
13,7,0.41,0,senior,13,C,54,0
12,16,0.47,10,lead,5,D,31,0
9,7,0.57,0,junior,24,C,7,0
3,17,0.48,4,senior,24,A,45,1
1,24,0.95,1,senior,20,A,46,1
5,25,0.79,3,senior,17,A,34,1
1,22,0.77,4,junior,22,C,29,1
1,1,0.87,10,junior,25,E,9,0
9,16,0.52,4,senior,25,D,7,0
12,29,0.63,10,lead,25,E,26,0
11,3,0.79,3,manager,23,A,31,0
9,5,0.3,4,lead,1,B,1,0
3,7,0.56,1,manager,19,D,30,0
11,30,0.63,6,lead,23,B,1,0
3,15,0.69,5,mid,6,D,36,1
12,14,0.83,4,manager,14,E,2,1
3,18,0.45,8,manager,2,C,35,0
15,13,0.64,4,senior,30,E,42,1
1,30,0.54,6,junior,16,C,39,0
12,2,0.82,2,manager,5,E,59,1
4,22,0.63,6,junior,2,B,44,1
1,2,0.5,4,manager,15,A,57,1
10,5,0.64,9,senior,23,E,33,0
7,27,0.34,6,senior,4,B,22,1
13,16,0.86,10,lead,9,B,21,0
9,13,0.38,0,lead,11,B,6,0
14,8,0.82,7,junior,25,E,38,0
10,22,0.8,9,lead,13,B,34,0
8,4,0.37,4,senior,20,D,54,0
10,7,0.43,8,mid,20,B,41,0
6,23,0.5,8,senior,11,A,4,1
7,0,0.39,4,mid,9,D,36,0
11,13,0.5,0,mid,15,B,18,1
13,20,0.57,10,mid,9,B,22,0
14,23,0.94,9,manager,9,D,20,0
15,1,0.88,2,manager,18,D,50,1
7,17,0.34,2,senior,15,A,5,1
3,14,0.74,7,mid,6,E,42,1
11,8,0.49,2,senior,14,A,3,0
15,22,0.87,0,junior,2,D,15,1
10,8,0.76,0,manager,7,B,55,1
12,27,0.91,0,mid,11,A,14,1
2,17,0.7,0,lead,7,A,9,1
4,18,0.59,7,lead,3,C,50,0
8,14,0.81,4,mid,15,E,1,1
12,19,0.78,0,mid,11,E,3,1
7,19,0.62,0,junior,15,A,54,1
14,23,0.39,0,mid,14,D,45,0
3,19,0.52,8,junior,19,B,34,0
7,16,0.8,6,lead,30,A,10,1
4,9,0.87,9,junior,13,C,49,1
15,27,0.31,3,junior,30,D,2,1
10,20,0.93,4,junior,6,B,38,1
2,21,0.73,0,senior,27,E,20,1
3,0,0.31,4,junior,5,A,50,0
12,17,0.56,3,lead,5,A,45,1
14,6,0.42,1,manager,4,E,42,0
15,23,0.49,4,senior,18,E,15,0
4,12,0.75,4,lead,19,E,11,1
8,17,0.58,5,mid,10,A,14,1
10,5,0.87,4,mid,11,D,29,0
3,17,0.4,2,lead,27,C,58,0
12,1,0.88,2,manager,19,A,4,0
6,20,0.71,10,mid,22,B,30,0
1,18,0.58,4,senior,25,D,17,0
14,28,0.91,5,junior,3,E,8,1
11,28,0.34,10,mid,29,E,53,0
13,24,0.76,7,lead,1,D,15,0
5,22,0.93,8,senior,19,B,26,0
4,24,0.71,7,mid,17,A,55,1
15,12,0.69,8,manager,9,A,21,0
9,20,0.74,2,junior,16,A,8,1
9,10,0.4,10,lead,23,E,27,0
7,21,0.9,10,senior,17,C,39,0
15,24,0.84,1,lead,22,A,26,1
9,19,0.4,3,lead,20,E,24,1
1,6,0.34,9,lead,11,C,5,0
14,23,0.83,7,manager,9,B,40,0
9,24,0.5,6,mid,26,A,0,1
4,10,0.49,5,junior,6,D,10,1
10,5,0.47,0,manager,25,A,59,0
12,16,0.47,0,manager,11,B,15,0
2,11,0.55,8,lead,9,D,30,0
1,24,0.4,10,lead,12,E,0,0
15,12,0.44,8,junior,7,A,1,0
6,3,0.74,9,senior,27,B,14,0
14,21,0.31,9,mid,24,E,20,0
3,24,0.88,0,mid,13,B,35,1
5,12,0.48,8,junior,26,B,22,0
7,7,0.63,7,junior,24,C,45,1
7,9,0.87,2,manager,14,E,24,1
5,28,0.92,7,manager,5,A,28,1
5,8,0.92,8,manager,20,D,28,0
6,17,0.67,1,junior,25,C,15,1
4,3,0.34,1,junior,5,C,54,0
14,20,0.64,0,lead,29,E,21,0
11,17,0.52,10,senior,30,D,47,0
14,10,0.37,10,senior,4,A,22,0
2,7,0.51,5,mid,7,D,21,0
14,17,0.63,0,lead,10,E,52,1
2,3,0.95,8,mid,9,A,27,1
4,9,0.51,7,lead,16,E,39,0
15,10,0.51,1,manager,17,E,6,0
13,11,0.77,9,junior,14,C,47,1
15,9,0.85,5,mid,17,C,6,0
10,5,0.6,8,senior,6,D,41,0
11,14,0.84,7,mid,25,C,43,1
6,5,0.34,9,junior,17,D,18,0
1,20,0.6,6,junior,27,A,41,1
13,8,0.61,3,junior,12,C,30,0
9,28,0.36,9,lead,20,E,46,0
4,27,0.69,10,junior,15,D,29,0
15,19,0.54,9,junior,25,C,23,0
13,29,0.69,4,mid,30,D,52,1
11,29,0.7,0,junior,26,C,38,0
7,9,0.31,4,junior,22,A,30,1
9,20,0.75,4,lead,29,C,6,1
13,21,0.71,10,manager,18,A,6,1
3,15,0.89,9,junior,28,D,7,0
1,28,0.73,9,mid,26,B,27,0
15,10,0.63,3,junior,4,C,41,1
11,26,0.79,7,mid,1,B,28,0
6,19,0.88,3,lead,27,B,17,1
5,0,0.57,7,manager,22,C,55,0
1,8,0.62,3,junior,18,D,27,0
5,27,0.51,1,lead,7,B,18,1
13,29,0.46,0,lead,4,A,45,1
15,29,0.61,2,mid,21,A,34,1
3,13,0.82,7,junior,24,C,4,0
3,30,0.47,0,lead,21,E,10,1
10,27,0.7,8,lead,12,E,29,0
12,15,0.82,6,lead,18,E,44,1
5,23,0.76,8,mid,1,D,53,1
2,24,0.91,5,lead,26,E,54,1
11,29,0.71,9,lead,6,E,6,0
9,10,0.86,6,junior,11,B,12,1
4,10,0.58,5,junior,10,E,41,1
13,23,0.53,5,senior,21,E,0,1
1,17,0.37,5,senior,22,C,53,1
15,24,0.59,3,junior,5,B,10,0
10,20,0.68,2,lead,14,C,25,0
4,3,0.69,9,senior,11,D,39,0
3,14,0.79,2,mid,20,C,33,1
7,2,0.56,4,lead,28,A,56,0
6,7,0.79,2,lead,26,A,19,1
4,17,0.91,1,junior,16,E,12,1
11,28,0.68,9,lead,8,A,21,1
8,13,0.91,7,mid,25,E,27,0
10,7,0.32,3,mid,20,E,60,0
5,14,0.39,1,mid,8,C,21,1
12,23,0.8,9,mid,23,D,55,1
5,15,0.94,9,junior,15,E,58,1
1,3,0.43,7,senior,1,B,17,0
6,2,0.73,5,senior,27,C,24,0
11,8,0.4,0,junior,19,E,7,0
15,2,0.57,7,mid,21,B,59,0
1,1,0.59,1,lead,5,A,45,1
10,3,0.37,7,lead,12,A,14,0
13,15,0.73,8,junior,8,E,10,0
9,0,0.7,2,manager,14,E,29,0
11,10,0.9,10,lead,19,C,40,0
4,23,0.38,7,mid,24,B,51,0
7,5,0.33,5,senior,14,D,3,0
11,18,0.48,0,senior,29,E,39,1
7,14,0.54,10,senior,8,B,24,0
1,23,0.67,10,lead,14,C,3,0
1,13,0.86,7,senior,29,D,48,1
11,0,0.67,5,lead,21,B,31,0
13,21,0.52,4,manager,4,B,18,1
4,14,0.91,1,mid,2,C,36,1
12,2,0.72,10,manager,6,C,8,0
12,23,0.32,5,senior,2,A,15,1
6,4,0.75,1,mid,18,A,53,1
4,27,0.78,2,senior,29,B,38,1
2,2,0.91,1,senior,13,D,58,1
14,23,0.93,8,junior,16,A,8,1
3,21,0.38,3,lead,3,A,23,1
6,15,0.48,6,manager,17,A,1,1
7,14,0.53,8,senior,14,C,4,0
12,24,0.83,5,senior,24,A,55,1
11,6,0.47,5,mid,21,B,24,0
5,4,0.93,9,lead,6,C,46,1
10,21,0.83,4,lead,20,B,28,1
5,29,0.56,3,lead,21,A,12,1
10,19,0.81,2,junior,11,D,31,1
10,16,0.48,2,mid,25,A,57,1
11,2,0.81,4,manager,20,C,18,0
8,9,0.64,8,lead,23,D,23,0
3,16,0.45,5,mid,24,B,32,0
6,29,0.46,3,mid,26,E,6,0
15,28,0.69,3,senior,7,E,46,1
14,8,0.41,10,lead,21,A,46,0
8,2,0.94,10,senior,25,E,51,1
2,9,0.84,2,senior,3,C,5,1
7,22,0.34,7,mid,15,B,54,0
1,24,0.65,9,junior,1,A,56,1
7,16,0.93,8,manager,12,E,3,0
12,9,0.67,4,lead,4,B,57,1
8,12,0.86,1,senior,9,C,27,1
2,3,0.43,3,lead,30,C,25,1
11,7,0.86,3,senior,8,E,55,1
4,2,0.54,2,lead,6,B,40,0
11,11,0.55,8,manager,2,E,56,0
12,28,0.86,7,senior,8,E,39,0
7,22,0.75,6,mid,29,E,29,1
13,17,0.33,3,lead,5,C,19,0
13,17,0.35,1,manager,10,D,44,1
6,5,0.76,10,lead,9,B,30,0
15,0,0.88,4,manager,23,C,49,1
10,14,0.4,1,junior,12,E,48,0
7,7,0.62,7,junior,5,E,10,0
2,4,0.39,6,mid,15,E,57,1
2,29,0.89,10,lead,22,E,17,0
4,15,0.45,10,senior,9,C,9,0
10,21,0.81,4,manager,3,C,51,1
1,11,0.47,5,senior,26,B,12,1
6,30,0.8,8,mid,20,D,25,0
3,4,0.48,1,lead,15,C,0,1
10,13,0.92,5,manager,21,E,50,1
2,7,0.95,3,senior,19,E,7,1
12,4,0.48,7,senior,26,C,36,0
1,6,0.58,4,manager,4,E,33,0
4,12,0.38,0,lead,18,E,43,1
2,25,0.95,1,junior,19,C,31,1
12,28,0.65,10,manager,30,E,53,1
5,3,0.79,3,manager,15,A,33,0
4,29,0.73,2,manager,27,D,17,1
10,29,0.75,4,lead,25,E,35,1
10,1,0.7,5,senior,2,A,19,0
14,19,0.67,4,lead,3,A,8,1
4,15,0.91,7,senior,7,C,21,0
12,20,0.47,4,lead,16,C,8,0
2,3,0.51,5,senior,22,B,38,1
11,24,0.62,10,junior,15,C,24,0
4,8,0.55,1,senior,24,E,48,0
7,6,0.62,3,mid,28,B,0,0
15,17,0.37,2,junior,21,E,50,1
4,29,0.89,2,senior,4,E,20,1
7,18,0.67,0,manager,21,E,38,0
8,12,0.9,8,senior,3,B,50,1
5,18,0.31,3,lead,30,A,5,1
6,19,0.78,3,lead,11,D,32,1
12,18,0.94,2,senior,18,E,0,1
14,6,0.51,3,mid,11,A,50,0
6,6,0.6,10,junior,17,D,42,0
11,21,0.81,7,senior,2,C,31,0
4,8,0.45,7,mid,11,C,54,0
11,2,0.58,7,junior,4,C,22,0
14,29,0.31,4,manager,3,A,12,1
2,2,0.31,7,senior,3,C,51,0
11,5,0.86,6,manager,21,B,31,0
15,24,0.39,9,mid,7,E,35,0
11,8,0.74,1,junior,29,A,14,0
2,6,0.67,5,manager,15,B,34,1
1,21,0.31,1,manager,9,A,21,1
10,6,0.52,9,mid,22,C,9,0
6,14,0.95,5,mid,4,A,42,1
5,18,0.41,6,manager,22,B,48,1
15,4,0.77,8,lead,22,C,52,1
11,16,0.9,7,manager,20,B,49,1
13,2,0.59,7,senior,16,D,54,0
13,0,0.82,7,mid,6,C,44,1
13,18,0.91,2,manager,29,A,8,1
10,26,0.64,6,senior,9,B,15,1
14,7,0.3,8,junior,22,D,10,0
14,25,0.94,9,manager,9,B,16,0
1,14,0.43,8,manager,15,C,46,0
13,28,0.77,3,lead,21,D,12,1
11,7,0.34,8,lead,12,B,48,0
6,8,0.62,9,lead,7,B,6,0
11,11,0.35,9,lead,30,B,10,0
6,13,0.33,9,manager,29,C,45,0
9,11,0.34,7,junior,18,A,6,1
1,16,0.62,6,junior,5,D,11,0
12,20,0.47,5,mid,22,C,2,0
10,16,0.89,1,senior,13,A,48,1
12,21,0.87,2,mid,15,E,36,1
14,29,0.51,1,mid,2,E,43,0
9,3,0.31,2,senior,10,B,45,0
9,29,0.64,1,junior,20,D,30,1
6,2,0.6,4,mid,17,A,17,0
15,9,0.34,4,mid,28,C,24,0
7,5,0.8,8,mid,9,D,34,0
9,4,0.6,4,senior,17,B,20,0
1,6,0.55,1,junior,5,C,9,0
5,0,0.77,7,lead,18,B,25,0
13,24,0.73,1,junior,29,A,30,1
14,29,0.89,9,senior,24,B,19,0
1,24,0.77,2,senior,20,E,51,1
15,15,0.6,1,manager,14,B,30,1
1,9,0.31,3,junior,5,A,27,1
13,21,0.64,6,manager,25,B,39,0
2,3,0.54,5,junior,3,B,29,1
2,12,0.56,0,junior,14,B,17,0
6,3,0.81,0,manager,10,E,33,0
15,24,0.83,10,mid,24,B,20,0
5,26,0.7,8,senior,21,B,27,0
7,22,0.61,4,manager,10,E,34,1
1,11,0.35,2,manager,24,B,55,0
8,29,0.46,3,manager,1,B,25,0
3,7,0.83,5,junior,4,A,41,1
3,23,0.38,7,senior,27,A,50,1
3,27,0.9,5,mid,13,C,51,1
4,14,0.48,4,senior,3,B,35,1
11,16,0.6,6,manager,24,B,3,0
6,13,0.74,1,lead,17,B,8,1
8,25,0.4,8,mid,3,E,4,0
9,1,0.33,3,manager,17,E,36,0
10,15,0.9,4,manager,10,E,36,1
12,18,0.45,10,mid,12,D,58,0
14,2,0.67,6,mid,1,A,48,1
